Date	State	Confirmed	Deaths	State of Emergency Declared	Stay at home ordered	Gatherings banned	Out-of-state Travel Restrictions	Schools closed	Daycares Closed	Bars and Restaurants Closed	Non-essential retails closed
2020/01/22	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/01/23	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/01/24	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/01/25	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/01/26	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/01/27	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/01/28	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/01/29	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/01/30	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/01/31	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/01	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/02	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/03	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/04	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/05	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/06	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/07	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/08	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/09	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/10	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/11	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/12	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/13	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/14	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/15	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/16	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/17	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/18	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/19	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/20	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/21	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/22	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/23	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/24	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/25	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/26	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/27	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/28	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/02/29	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/01	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/02	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/03	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/04	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/05	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/06	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/07	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/08	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/09	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/10	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/11	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/12	Alabama	0.0	0.0	0	1	0.0	0.0	0	0	0	0
2020/03/13	Alabama	5.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/14	Alabama	1.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/15	Alabama	6.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/16	Alabama	17.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/17	Alabama	10.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/18	Alabama	7.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/19	Alabama	32.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/20	Alabama	5.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/21	Alabama	48.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/22	Alabama	26.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/23	Alabama	39.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/24	Alabama	46.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/25	Alabama	139.0	1.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/26	Alabama	136.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/27	Alabama	70.0	3.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/28	Alabama	107.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/29	Alabama	131.0	6.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/30	Alabama	74.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/03/31	Alabama	88.0	13.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/04/01	Alabama	73.0	4.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/04/02	Alabama	173.0	5.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/04/03	Alabama	262.0	6.0	1	1	0.15000000000000002	1.0	0	0	0	0
2020/01/22	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/23	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/24	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/25	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/26	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/27	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/28	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/29	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/30	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/31	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/01	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/02	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/03	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/04	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/05	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/06	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/07	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/08	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/09	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/10	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/11	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/12	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/13	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/14	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/15	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/16	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/17	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/18	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/19	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/20	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/21	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/22	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/23	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/24	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/25	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/26	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/27	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/28	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/29	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/01	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/02	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/03	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/04	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/05	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/06	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/07	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/08	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/09	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/10	Alaska	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/11	Alaska	0.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/12	Alaska	0.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/13	Alaska	1.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/14	Alaska	-1.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/15	Alaska	1.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/16	Alaska	0.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/17	Alaska	2.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/18	Alaska	3.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/19	Alaska	3.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/20	Alaska	3.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/21	Alaska	3.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/22	Alaska	5.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/23	Alaska	10.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/24	Alaska	4.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/25	Alaska	7.0	1.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/26	Alaska	15.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/27	Alaska	2.0	0.0	1	0	0.15000000000000002	0.05	1	1	1	1
2020/03/28	Alaska	27.0	1.0	1	1	0.15000000000000002	0.05	0	0	0	0
2020/03/29	Alaska	17.0	0.0	1	1	0.15000000000000002	0.05	0	0	0	0
2020/03/30	Alaska	12.0	1.0	1	1	0.15000000000000002	0.05	0	0	0	0
2020/03/31	Alaska	5.0	0.0	1	1	0.15000000000000002	0.05	0	0	0	0
2020/04/01	Alaska	13.0	0.0	1	1	0.15000000000000002	0.05	0	0	0	0
2020/04/02	Alaska	11.0	0.0	1	1	0.15000000000000002	0.05	0	0	0	0
2020/04/03	Alaska	14.0	0.0	1	1	0.15000000000000002	0.05	0	0	0	0
2020/01/22	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/23	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/24	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/25	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/26	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/27	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/28	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/29	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/30	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/31	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/01	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/02	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/03	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/04	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/05	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/06	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/07	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/08	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/09	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/10	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/11	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/12	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/13	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/14	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/15	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/16	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/17	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/18	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/19	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/20	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/21	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/22	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/23	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/24	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/25	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/26	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/27	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/28	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/29	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/01	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/02	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/03	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/04	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/05	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/06	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/07	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/08	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/09	Arizona	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/10	Arizona	6.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/11	Arizona	3.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/12	Arizona	0.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/13	Arizona	0.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/14	Arizona	3.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/15	Arizona	1.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/16	Arizona	5.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/17	Arizona	2.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/18	Arizona	7.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/19	Arizona	18.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/20	Arizona	33.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/21	Arizona	40.0	1.0	1	0	1.0	1.0	1	1	1	1
2020/03/22	Arizona	34.0	1.0	1	0	1.0	1.0	1	1	1	1
2020/03/23	Arizona	83.0	0.0	1	0	1.0	1.0	1	1	1	1
2020/03/24	Arizona	91.0	3.0	1	0	1.0	1.0	1	1	1	1
2020/03/25	Arizona	75.0	1.0	1	0	1.0	1.0	1	1	1	1
2020/03/26	Arizona	107.0	2.0	1	0	1.0	1.0	1	1	1	1
2020/03/27	Arizona	157.0	5.0	1	0	1.0	1.0	1	1	1	1
2020/03/28	Arizona	108.0	2.0	1	0	1.0	1.0	1	1	1	1
2020/03/29	Arizona	146.0	2.0	1	0	1.0	1.0	1	1	1	1
2020/03/30	Arizona	238.0	3.0	1	0	1.0	1.0	1	1	1	1
2020/03/31	Arizona	132.0	4.0	1	1	1.0	1.0	0	0	0	0
2020/04/01	Arizona	241.0	5.0	1	1	1.0	1.0	0	0	0	0
2020/04/02	Arizona	185.0	3.0	1	1	1.0	1.0	0	0	0	0
2020/04/03	Arizona	222.0	9.0	1	1	1.0	1.0	0	0	0	0
2020/01/22	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/01/23	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/01/24	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/01/25	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/01/26	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/01/27	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/01/28	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/01/29	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/01/30	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/01/31	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/01	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/02	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/03	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/04	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/05	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/06	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/07	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/08	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/09	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/10	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/11	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/12	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/13	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/14	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/15	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/16	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/17	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/18	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/19	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/20	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/21	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/22	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/23	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/24	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/25	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/26	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/27	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/28	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/02/29	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/01	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/02	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/03	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/04	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/05	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/06	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/07	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/08	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/09	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/10	Arkansas	0.0	0.0	0	1	0.0	0.0	0	0	0	1
2020/03/11	Arkansas	1.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/12	Arkansas	5.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/13	Arkansas	0.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/14	Arkansas	6.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/15	Arkansas	4.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/16	Arkansas	6.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/17	Arkansas	0.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/18	Arkansas	11.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/19	Arkansas	29.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/20	Arkansas	34.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/21	Arkansas	26.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/22	Arkansas	43.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/23	Arkansas	27.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/24	Arkansas	27.0	2.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/25	Arkansas	61.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/26	Arkansas	55.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/27	Arkansas	46.0	1.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/28	Arkansas	28.0	2.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/29	Arkansas	17.0	1.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/30	Arkansas	47.0	1.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/03/31	Arkansas	50.0	1.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/04/01	Arkansas	61.0	2.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/04/02	Arkansas	59.0	2.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/04/03	Arkansas	61.0	0.0	1	1	0.15000000000000002	1.0	0	0	0	1
2020/01/22	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/23	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/24	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/25	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/26	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/27	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/28	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/29	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/30	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/01/31	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/01	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/02	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/03	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/04	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/05	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/06	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/07	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/08	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/09	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/10	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/11	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/12	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/13	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/14	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/15	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/16	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/17	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/18	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/19	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/20	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/21	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/22	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/23	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/24	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/25	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/26	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/27	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/28	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/02/29	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/01	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/02	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/03	California	0.0	0.0	0	0	0.0	0.0	1	1	1	1
2020/03/04	California	0.0	0.0	1	0	0.05	1.0	1	1	1	1
2020/03/05	California	0.0	0.0	1	0	0.05	1.0	1	1	1	1
2020/03/06	California	0.0	0.0	1	0	0.05	1.0	1	1	1	1
2020/03/07	California	0.0	0.0	1	0	0.05	1.0	1	1	1	1
2020/03/08	California	0.0	0.0	1	0	0.05	1.0	1	1	1	1
2020/03/09	California	0.0	0.0	1	0	0.05	1.0	1	1	1	1
