Date	Date_index	State	Confirmed	Deaths	Cumulative Confirmed	Cumulative Deaths	State of Emergency Declared	Stay at home ordered	Gatherings banned	Out-of-state Travel Restrictions	Schools closed	Daycares Closed	Bars and Restaurants Closed	Non-essential retails closed	Lat	Long	Population	Area	Density
2020-01-22	1	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-01-23	2	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-01-24	3	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-01-25	4	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-01-26	5	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-01-27	6	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-01-28	7	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-01-29	8	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-01-30	9	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-01-31	10	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-01	11	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-02	12	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-03	13	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-04	14	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-05	15	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-06	16	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-07	17	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-08	18	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-09	19	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-10	20	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-11	21	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-12	22	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-13	23	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-14	24	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-15	25	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-16	26	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-17	27	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-18	28	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-19	29	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-20	30	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-21	31	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-22	32	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-23	33	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-24	34	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-25	35	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-26	36	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-27	37	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-28	38	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-02-29	39	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-01	40	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-02	41	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-03	42	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-04	43	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-05	44	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-06	45	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-07	46	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-08	47	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-09	48	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-10	49	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-11	50	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-12	51	Alabama	0.0	0.0	0.0	0.0	0	1	0	0	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-13	52	Alabama	5.0	0.0	5.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-14	53	Alabama	1.0	0.0	6.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-15	54	Alabama	6.0	0.0	12.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-16	55	Alabama	17.0	0.0	29.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-17	56	Alabama	10.0	0.0	39.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-18	57	Alabama	7.0	0.0	46.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-19	58	Alabama	32.0	0.0	78.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-20	59	Alabama	5.0	0.0	83.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-21	60	Alabama	48.0	0.0	131.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-22	61	Alabama	26.0	0.0	157.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-23	62	Alabama	39.0	0.0	196.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-24	63	Alabama	46.0	0.0	242.0	0.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-25	64	Alabama	139.0	1.0	381.0	1.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-26	65	Alabama	136.0	0.0	517.0	1.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-27	66	Alabama	70.0	3.0	587.0	4.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-28	67	Alabama	107.0	0.0	694.0	4.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-29	68	Alabama	131.0	6.0	825.0	10.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-30	69	Alabama	74.0	0.0	899.0	10.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-03-31	70	Alabama	88.0	13.0	987.0	23.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-01	71	Alabama	73.0	4.0	1060.0	27.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-02	72	Alabama	173.0	5.0	1233.0	32.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-03	73	Alabama	262.0	6.0	1495.0	38.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-04	74	Alabama	119.0	6.0	1614.0	44.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-05	75	Alabama	151.0	1.0	1765.0	45.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-06	76	Alabama	187.0	4.0	1952.0	49.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-07	77	Alabama	217.0	15.0	2169.0	64.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-08	78	Alabama	159.0	2.0	2328.0	66.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-09	79	Alabama	375.0	4.0	2703.0	70.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-10	80	Alabama	244.0	10.0	2947.0	80.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-11	81	Alabama	270.0	12.0	3217.0	92.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-12	82	Alabama	346.0	1.0	3563.0	93.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-13	83	Alabama	171.0	6.0	3734.0	99.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-14	84	Alabama	219.0	15.0	3953.0	114.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-15	85	Alabama	122.0	4.0	4075.0	118.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-16	86	Alabama	270.0	15.0	4345.0	133.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-04-17	87	Alabama	226.0	15.0	4571.0	148.0	1	1	3	20	0	0	0	0	32.3182	-86.9023	4903185	135767	36.11
2020-01-22	1	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-01-23	2	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-01-24	3	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-01-25	4	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-01-26	5	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-01-27	6	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-01-28	7	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-01-29	8	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-01-30	9	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-01-31	10	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-01	11	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-02	12	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-03	13	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-04	14	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-05	15	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-06	16	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-07	17	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-08	18	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-09	19	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-10	20	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-11	21	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-12	22	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-13	23	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-14	24	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-15	25	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-16	26	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-17	27	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-18	28	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-19	29	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-20	30	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-21	31	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-22	32	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-23	33	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-24	34	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-25	35	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-26	36	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-27	37	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-28	38	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-02-29	39	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-01	40	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-02	41	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-03	42	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-04	43	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-05	44	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-06	45	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-07	46	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-08	47	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-09	48	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-10	49	Alaska	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-11	50	Alaska	0.0	0.0	0.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-12	51	Alaska	0.0	0.0	0.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-13	52	Alaska	1.0	0.0	1.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-14	53	Alaska	-1.0	0.0	0.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-15	54	Alaska	1.0	0.0	1.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-16	55	Alaska	0.0	0.0	1.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-17	56	Alaska	2.0	0.0	3.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-18	57	Alaska	3.0	0.0	6.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-19	58	Alaska	3.0	0.0	9.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-20	59	Alaska	3.0	0.0	12.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-21	60	Alaska	3.0	0.0	15.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-22	61	Alaska	5.0	0.0	20.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-23	62	Alaska	10.0	0.0	30.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-24	63	Alaska	4.0	0.0	34.0	0.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-25	64	Alaska	7.0	1.0	41.0	1.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-26	65	Alaska	15.0	0.0	56.0	1.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-27	66	Alaska	2.0	0.0	58.0	1.0	1	0	3	1	1	1	1	1	61.3707	-152.4044	731545	1723337	0.42
2020-03-28	67	Alaska	27.0	1.0	85.0	2.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-03-29	68	Alaska	17.0	0.0	102.0	2.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-03-30	69	Alaska	12.0	1.0	114.0	3.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-03-31	70	Alaska	5.0	0.0	119.0	3.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-01	71	Alaska	13.0	0.0	132.0	3.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-02	72	Alaska	11.0	0.0	143.0	3.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-03	73	Alaska	14.0	0.0	157.0	3.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-04	74	Alaska	14.0	2.0	171.0	5.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-05	75	Alaska	14.0	1.0	185.0	6.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-06	76	Alaska	5.0	0.0	190.0	6.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-07	77	Alaska	23.0	0.0	213.0	6.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-08	78	Alaska	13.0	1.0	226.0	7.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-09	79	Alaska	9.0	0.0	235.0	7.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-10	80	Alaska	11.0	0.0	246.0	7.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-11	81	Alaska	11.0	1.0	257.0	8.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-12	82	Alaska	15.0	0.0	272.0	8.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-13	83	Alaska	5.0	0.0	277.0	8.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-14	84	Alaska	8.0	1.0	285.0	9.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-15	85	Alaska	8.0	0.0	293.0	9.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-16	86	Alaska	7.0	0.0	300.0	9.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-04-17	87	Alaska	9.0	0.0	309.0	9.0	1	1	3	1	0	0	0	0	61.3707	-152.4044	731545	1723337	0.42
2020-01-22	1	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-01-23	2	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-01-24	3	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-01-25	4	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-01-26	5	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-01-27	6	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-01-28	7	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-01-29	8	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-01-30	9	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-01-31	10	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-01	11	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-02	12	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-03	13	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-04	14	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-05	15	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-06	16	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-07	17	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-08	18	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-09	19	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-10	20	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-11	21	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-12	22	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-13	23	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-14	24	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-15	25	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-16	26	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-17	27	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-18	28	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
2020-02-19	29	Arizona	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	33.7298	-111.4312	7278717	295234	24.65
