Date	Date_index	State	Confirmed	Deaths	Cumulative Confirmed	Cumulative Deaths	State of Emergency Declared	Stay at home ordered	Gatherings banned	Out-of-state Travel Restrictions	Schools closed	Daycares Closed	Bars and Restaurants Closed	Non-essential retails closed	Lat	Long	Population	Area	Density
2020-01-28	7	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-01-29	8	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-01-30	9	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-01-31	10	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-01	11	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-02	12	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-03	13	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-04	14	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-05	15	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-06	16	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-07	17	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-08	18	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-09	19	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-10	20	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-11	21	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-12	22	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-13	23	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-14	24	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-15	25	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-16	26	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-17	27	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-18	28	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-19	29	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-20	30	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-21	31	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-22	32	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-23	33	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-24	34	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-25	35	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-26	36	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-27	37	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-28	38	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-02-29	39	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-01	40	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-02	41	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-03	42	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-04	43	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-05	44	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-06	45	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-07	46	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-08	47	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-09	48	Massachusetts	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-10	49	Massachusetts	92.0	0.0	92.0	0.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-11	50	Massachusetts	3.0	0.0	95.0	0.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-12	51	Massachusetts	13.0	0.0	108.0	0.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-13	52	Massachusetts	15.0	0.0	123.0	0.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-14	53	Massachusetts	15.0	0.0	138.0	0.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-15	54	Massachusetts	26.0	0.0	164.0	0.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-16	55	Massachusetts	33.0	0.0	197.0	0.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-17	56	Massachusetts	21.0	0.0	218.0	0.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-18	57	Massachusetts	0.0	0.0	218.0	0.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-19	58	Massachusetts	110.0	0.0	328.0	0.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-20	59	Massachusetts	85.0	1.0	413.0	1.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-21	60	Massachusetts	112.0	0.0	525.0	1.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-22	61	Massachusetts	121.0	4.0	646.0	5.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-23	62	Massachusetts	131.0	4.0	777.0	9.0	1	0	4	1	1	1	1	1	42.2302	-71.5301	6949503	27336	254.23
2020-03-24	63	Massachusetts	382.0	2.0	1159.0	11.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-03-25	64	Massachusetts	679.0	4.0	1838.0	15.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-03-26	65	Massachusetts	579.0	10.0	2417.0	25.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-03-27	66	Massachusetts	823.0	10.0	3240.0	35.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-03-28	67	Massachusetts	1017.0	9.0	4257.0	44.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-03-29	68	Massachusetts	698.0	4.0	4955.0	48.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-03-30	69	Massachusetts	797.0	8.0	5752.0	56.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-03-31	70	Massachusetts	868.0	33.0	6620.0	89.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-01	71	Massachusetts	1118.0	33.0	7738.0	122.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-02	72	Massachusetts	1228.0	32.0	8966.0	154.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-03	73	Massachusetts	1436.0	38.0	10402.0	192.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-04	74	Massachusetts	1334.0	24.0	11736.0	216.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-05	75	Massachusetts	764.0	15.0	12500.0	231.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-06	76	Massachusetts	1337.0	29.0	13837.0	260.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-07	77	Massachusetts	1365.0	96.0	15202.0	356.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-08	78	Massachusetts	1588.0	77.0	16790.0	433.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-09	79	Massachusetts	2151.0	70.0	18941.0	503.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-10	80	Massachusetts	2033.0	96.0	20974.0	599.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-11	81	Massachusetts	1886.0	87.0	22860.0	686.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-12	82	Massachusetts	2615.0	70.0	25475.0	756.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-13	83	Massachusetts	1392.0	88.0	26867.0	844.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-14	84	Massachusetts	1297.0	0.0	28164.0	844.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-15	85	Massachusetts	1754.0	264.0	29918.0	1108.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-16	86	Massachusetts	2263.0	0.0	32181.0	1108.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-04-17	87	Massachusetts	2221.0	137.0	34402.0	1245.0	1	1	4	1	0	0	0	0	42.2302	-71.5301	6949503	27336	254.23
2020-01-22	1	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-01-23	2	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-01-24	3	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-01-25	4	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-01-26	5	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-01-27	6	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-01-28	7	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-01-29	8	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-01-30	9	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-01-31	10	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-01	11	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-02	12	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-03	13	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-04	14	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-05	15	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-06	16	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-07	17	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-08	18	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-09	19	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-10	20	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-11	21	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-12	22	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-13	23	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-14	24	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-15	25	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-16	26	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-17	27	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-18	28	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-19	29	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-20	30	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-21	31	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-22	32	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-23	33	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-24	34	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-25	35	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-26	36	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-27	37	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-28	38	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-02-29	39	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-01	40	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-02	41	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-03	42	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-04	43	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-05	44	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-06	45	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-07	46	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-08	47	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-09	48	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-10	49	Michigan	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-11	50	Michigan	2.0	0.0	2.0	0.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-12	51	Michigan	0.0	0.0	2.0	0.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-13	52	Michigan	14.0	0.0	16.0	0.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-14	53	Michigan	9.0	0.0	25.0	0.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-15	54	Michigan	8.0	0.0	33.0	0.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-16	55	Michigan	20.0	0.0	53.0	0.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-17	56	Michigan	12.0	0.0	65.0	0.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-18	57	Michigan	18.0	0.0	83.0	0.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-19	58	Michigan	251.0	3.0	334.0	3.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-20	59	Michigan	218.0	0.0	552.0	3.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-21	60	Michigan	236.0	2.0	788.0	5.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-22	61	Michigan	247.0	4.0	1035.0	9.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-23	62	Michigan	294.0	6.0	1329.0	15.0	1	0	1	20	1	1	1	1	43.3266	-84.5361	9986857	250487	39.87
2020-03-24	63	Michigan	464.0	9.0	1793.0	24.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-03-25	64	Michigan	503.0	19.0	2296.0	43.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-03-26	65	Michigan	549.0	18.0	2845.0	61.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-03-27	66	Michigan	789.0	31.0	3634.0	92.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-03-28	67	Michigan	1016.0	19.0	4650.0	111.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-03-29	68	Michigan	838.0	21.0	5488.0	132.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-03-30	69	Michigan	1010.0	52.0	6498.0	184.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-03-31	70	Michigan	1117.0	75.0	7615.0	259.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-01	71	Michigan	1700.0	76.0	9315.0	335.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-02	72	Michigan	1476.0	82.0	10791.0	417.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-03	73	Michigan	1953.0	62.0	12744.0	479.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-04	74	Michigan	1481.0	61.0	14225.0	540.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-05	75	Michigan	1493.0	77.0	15718.0	617.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-06	76	Michigan	1503.0	110.0	17221.0	727.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-07	77	Michigan	1749.0	118.0	18970.0	845.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-08	78	Michigan	1376.0	114.0	20346.0	959.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-09	79	Michigan	1158.0	117.0	21504.0	1076.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-10	80	Michigan	930.0	200.0	22434.0	1276.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-11	81	Michigan	1171.0	108.0	23605.0	1384.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-12	82	Michigan	639.0	95.0	24244.0	1479.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-13	83	Michigan	1391.0	123.0	25635.0	1602.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-14	84	Michigan	1366.0	166.0	27001.0	1768.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-15	85	Michigan	1058.0	153.0	28059.0	1921.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-16	86	Michigan	750.0	75.0	28809.0	1996.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-04-17	87	Michigan	1214.0	231.0	30023.0	2227.0	1	1	1	20	0	0	0	0	43.3266	-84.5361	9986857	250487	39.87
2020-01-22	1	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-01-23	2	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-01-24	3	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-01-25	4	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-01-26	5	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-01-27	6	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-01-28	7	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-01-29	8	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-01-30	9	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-01-31	10	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-01	11	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-02	12	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-03	13	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-04	14	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-05	15	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-06	16	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-07	17	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-08	18	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-09	19	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-10	20	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-11	21	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-12	22	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-13	23	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-14	24	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-15	25	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-16	26	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-17	27	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-18	28	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-19	29	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-20	30	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
2020-02-21	31	Minnesota	0.0	0.0	0.0	0.0	0	0	0	0	1	1	1	1	45.6945	-93.9002	5639632	225163	25.05
