date,state,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease
2020-04-09," ""Arkansas""",1119.0,13832.0,,73.0,130.0,,43.0,31.0,39.0,288.0,d21f4f58502c23fd66e3842b4b6eb7c9c18ccdf0,2020-04-09T20:00:00Z,21.0,130.0,14951.0,14951.0,14951.0,5,3.0,0.0,302.0,119.0,421.0
2020-04-09," ""American Samoa""",0.0,3.0,2.0,,,,,,,,4550449cb174c1fcabdb4d4e92ebe0a79b4bd30f,2020-04-09T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0
2020-04-09," ""Arizona""",3018.0,34160.0,,,,,,,,,a706debeb0a3336ce380a04afeca43b1f77d44c9,2020-04-09T20:00:00Z,89.0,,37178.0,37178.0,37178.0,4,9.0,0.0,2322.0,292.0,2614.0
2020-04-09," ""California""",18309.0,145191.0,14100.0,2825.0,,1132.0,,,,,415e9a2ee1c4debcc75db294bc356b28a291a185,2020-04-09T20:00:00Z,492.0,,177600.0,163500.0,163500.0,6,50.0,0.0,17884.0,1352.0,19236.0
2020-04-09," ""Colorado""",5655.0,23544.0,,,1162.0,,,,,,adc87057c2615a18cf8ba566034e72291f9aaa34,2020-04-09T20:00:00Z,193.0,1162.0,29199.0,29199.0,29199.0,8,14.0,83.0,879.0,226.0,1105.0
2020-04-09," ""Connecticut""",9784.0,23718.0,,1464.0,,,,,,,4f9311d78efaba1380411da694bf2264bf3f4c69,2020-04-09T20:00:00Z,380.0,,33502.0,33502.0,33502.0,9,103.0,0.0,2463.0,2003.0,4466.0
2020-04-09," ""District of Columbia""",1523.0,7201.0,,,,,,,,393.0,5f3e6ed3208c06cc3446e80b46ca4bc5fee989b1,2020-04-09T20:00:00Z,32.0,,8724.0,8724.0,8724.0,11,5.0,0.0,358.0,83.0,441.0
2020-04-09," ""Delaware""",1207.0,8683.0,,201.0,,,,,,173.0,45f2d85472665b02bd94b4ef5f6a05fca3661bd0,2020-04-09T20:00:00Z,23.0,,9890.0,9890.0,9890.0,10,7.0,0.0,1055.0,279.0,1334.0
2020-04-09," ""Florida""",16364.0,136185.0,1395.0,,2268.0,,,,,,754e4c4bc873607e36e18febcf6f6f3fe17eef34,2020-04-09T20:00:00Z,354.0,2268.0,153944.0,152549.0,152549.0,12,45.0,206.0,8506.0,909.0,9415.0
2020-04-09," ""Georgia""",10566.0,30519.0,,,2159.0,,,,,,e55d4dcfec26e2fede63494733c002a68b541521,2020-04-09T20:00:00Z,379.0,2159.0,41085.0,41085.0,41085.0,13,17.0,166.0,1633.0,665.0,2298.0
2020-04-09," ""Guam""",128.0,593.0,,14.0,,2.0,,2.0,,33.0,8d0d6f8cf4948a29fbe75c2c6068e2e4bc336303,2020-04-09T20:00:00Z,4.0,,721.0,721.0,721.0,66,0.0,0.0,31.0,3.0,34.0
2020-04-09," ""Hawaii""",435.0,15316.0,,,42.0,,6.0,,,113.0,b8cac0a3e57db8fcb5f8784a24ff0292859ce8b1,2020-04-09T20:00:00Z,5.0,42.0,15751.0,15751.0,15751.0,15,0.0,0.0,577.0,25.0,602.0
2020-04-09," ""Iowa""",1270.0,13703.0,,122.0,,,,,,476.0,1f9d61aaf5b280767ba36847ddc362d1b27327f9,2020-04-09T20:00:00Z,29.0,,14973.0,14973.0,14973.0,19,2.0,0.0,882.0,125.0,1007.0
2020-04-09," ""Idaho""",1232.0,11299.0,,,113.0,,29.0,,,,2cbe02b18b0ca2023e2896936099c1de3f2793ca,2020-04-09T20:00:00Z,18.0,113.0,12531.0,12531.0,12531.0,16,3.0,20.0,611.0,22.0,633.0
2020-04-09," ""Illinois""",16422.0,64435.0,,3680.0,,1166.0,,821.0,,,4a5176c1a33a75ad4f04db3b40abc94f7f24bfe5,2020-04-09T20:00:00Z,528.0,,80857.0,80857.0,80857.0,17,66.0,0.0,4447.0,1344.0,5791.0
2020-04-09," ""Indiana""",6351.0,25782.0,,,,924.0,,507.0,,,1406da427afc443d36e088a6059820b56836038e,2020-04-09T20:00:00Z,245.0,,32133.0,32133.0,32133.0,18,42.0,0.0,856.0,408.0,1264.0
2020-04-09," ""Kansas""",1106.0,9669.0,,,263.0,,,,,,dc24b13ac61718730956dec0e03f27c8b1f93822,2020-04-09T20:00:00Z,42.0,263.0,10775.0,10775.0,10775.0,20,15.0,40.0,1055.0,206.0,1261.0
2020-04-09," ""Kentucky""",1346.0,20455.0,,,,,,,,,4fb35d2fca57462d9af6173dfc7908eca90f57f4,2020-04-09T20:00:00Z,73.0,,21801.0,21801.0,21801.0,21,8.0,0.0,0.0,197.0,197.0
2020-04-09," ""Louisiana""",18283.0,68636.0,,2014.0,,,,473.0,,,f2b7e11d6a23a663135d5c22b782e3fe824a9623,2020-04-09T20:00:00Z,702.0,,86919.0,86919.0,86919.0,22,50.0,0.0,4260.0,1253.0,5513.0
2020-04-09," ""Massachusetts""",18941.0,76017.0,,,1747.0,,,,,,b11a7d65a58f21a74215521505414bdb2b385bbc,2020-04-09T20:00:00Z,503.0,1747.0,94958.0,94958.0,94958.0,25,70.0,164.0,5296.0,2151.0,7447.0
2020-04-09," ""Maryland""",6185.0,35344.0,,,1348.0,,,,,376.0,dd11e0579e86c2a04984fc8a6c92a033633133a0,2020-04-09T20:00:00Z,138.0,1348.0,41529.0,41529.0,41529.0,24,14.0,138.0,2411.0,656.0,3067.0
2020-04-09," ""Maine""",560.0,6088.0,,,105.0,,,,,202.0,de9357008b267094a60a0ac8ff7fd3c2dc3466c0,2020-04-09T20:00:00Z,16.0,105.0,6648.0,6648.0,6648.0,23,2.0,4.0,0.0,23.0,23.0
2020-04-09," ""Michigan""",21504.0,45550.0,,3826.0,,1628.0,,1434.0,,56.0,17e988d651529c4378e3d66af16ab70a20092e7f,2020-04-09T20:00:00Z,1076.0,,67054.0,67054.0,67054.0,26,117.0,0.0,0.0,915.0,915.0
2020-04-09," ""Minnesota""",1242.0,31052.0,,145.0,293.0,63.0,119.0,,,675.0,cdf145be23b01c96273d3c5925c78004122d3677,2020-04-09T20:00:00Z,50.0,293.0,32294.0,32294.0,32294.0,27,11.0,22.0,1453.0,88.0,1541.0
2020-04-09," ""Missouri""",3539.0,34955.0,,568.0,,,,,,,b97f337b09235d8410b8c2a2f9d134d4d38e89f3,2020-04-09T20:00:00Z,77.0,,38494.0,38494.0,38494.0,29,19.0,0.0,4172.0,212.0,4384.0
2020-04-09," ""Northern Mariana Islands""",11.0,27.0,9.0,,,,,,,,2923ea3c9e9309ed8d343db9349620a8388522e7,2020-04-09T20:00:00Z,2.0,,47.0,38.0,38.0,69,0.0,0.0,0.0,0.0,0.0
2020-04-09," ""Mississippi""",2260.0,18632.0,,,441.0,,,,,,a1e53262497df092c0e0c4ca9af9fd8f23aafe66,2020-04-09T20:00:00Z,76.0,441.0,20892.0,20892.0,20892.0,28,9.0,31.0,0.0,257.0,257.0
2020-04-09," ""Montana""",354.0,7506.0,,13.0,36.0,,,,,157.0,c26e42cdca9c9d43ffd76a58290bd6a75c28198d,2020-04-09T20:00:00Z,6.0,36.0,7860.0,7860.0,7860.0,30,0.0,5.0,440.0,22.0,462.0
2020-04-09," ""North Carolina""",3651.0,44158.0,,398.0,,,,,,,a6a57caf54cc0f7c9a4d14df31be2434fe42b80d,2020-04-09T20:00:00Z,65.0,,47809.0,47809.0,47809.0,37,12.0,0.0,4597.0,225.0,4822.0
2020-04-09," ""North Dakota""",269.0,8721.0,,14.0,34.0,,,,,101.0,6ac57451eb83c5297a3f2fe18e496d59f112de5a,2020-04-09T20:00:00Z,5.0,34.0,8990.0,8990.0,8990.0,38,1.0,0.0,420.0,18.0,438.0
2020-04-09," ""Nebraska""",567.0,8116.0,,,,,,,,,fce6cfce0f23547227601671cf284cae2df67536,2020-04-09T20:00:00Z,14.0,,8683.0,8683.0,8683.0,31,2.0,0.0,674.0,48.0,722.0
2020-04-09," ""New Hampshire""",788.0,8763.0,143.0,,118.0,,,,,227.0,b8d573ac2c092ed49dcab22fdc1f47f4cfed830d,2020-04-09T20:00:00Z,18.0,118.0,9694.0,9551.0,9551.0,33,0.0,0.0,374.0,0.0,374.0
2020-04-09," ""New Jersey""",51027.0,56165.0,,7363.0,,1523.0,,1551.0,,,d3664bdf91bd8ece813cb2d55230b4895f54b2c0,2020-04-09T20:00:00Z,1700.0,,107192.0,107192.0,107192.0,34,196.0,0.0,3186.0,3590.0,6776.0
2020-04-09," ""New Mexico""",865.0,22942.0,,59.0,,,,18.0,,201.0,d5a00c6606ab48f22af533b1282f8163225fc10d,2020-04-09T20:00:00Z,16.0,,23807.0,23807.0,23807.0,35,3.0,0.0,1491.0,71.0,1562.0
2020-04-09," ""Nevada""",2456.0,19315.0,,282.0,,,,,,,9635ff95f130d1857de5d74bacf7f6c72af5d972,2020-04-09T20:00:00Z,80.0,,21771.0,21771.0,21771.0,32,9.0,0.0,1067.0,138.0,1205.0
2020-04-09," ""New York""",159937.0,231612.0,,18279.0,36576.0,4925.0,,,,18297.0,adcfe0b7d9f5faf78429b00c69af00833443c8ec,2020-04-09T20:00:00Z,7067.0,36576.0,391549.0,391549.0,391549.0,36,799.0,2144.0,15775.0,10621.0,26396.0
2020-04-09," ""Ohio""",5512.0,50473.0,,,1612.0,,497.0,,,,f099bcbfbf8d79d1541a85ea927661eac603a881,2020-04-09T20:00:00Z,213.0,1612.0,55985.0,55985.0,55985.0,39,20.0,117.0,2280.0,364.0,2644.0
2020-04-09," ""Oklahoma""",1684.0,18595.0,,188.0,415.0,120.0,,,,686.0,4134ad5e4d3911e0700b88a7aaae9339b1f207b6,2020-04-09T20:00:00Z,80.0,415.0,20279.0,20279.0,20279.0,40,1.0,25.0,6774.0,160.0,6934.0
2020-04-09," ""Oregon""",1321.0,24306.0,,146.0,326.0,66.0,,54.0,,,06d3913b0eccc967a1a12517d7f8e4783ce8f591,2020-04-09T20:00:00Z,44.0,326.0,25627.0,25627.0,25627.0,41,11.0,2.0,981.0,82.0,1063.0
2020-04-09," ""Pennsylvania""",18228.0,87374.0,,2051.0,,,,592.0,,,8e11977c61eb78c15db006bc6135ab8066828777,2020-04-09T20:00:00Z,338.0,,105602.0,105602.0,105602.0,42,29.0,0.0,5075.0,1989.0,7064.0
2020-04-09," ""Puerto Rico""",683.0,4703.0,1304.0,,,,,,,,3bb866405c927aaf77a70f81b17ece80ef99c327,2020-04-09T20:00:00Z,33.0,,6690.0,5386.0,5386.0,72,9.0,0.0,437.0,63.0,500.0
2020-04-09," ""Rhode Island""",1727.0,10682.0,,160.0,,45.0,,26.0,,35.0,fd47654c67cacd1940a1c7cffa0df6b0214882aa,2020-04-09T20:00:00Z,43.0,,12409.0,12409.0,12409.0,44,8.0,0.0,0.0,277.0,277.0
2020-04-09," ""South Carolina""",2792.0,24575.0,,,241.0,,,,,,c05090d9d4cd23e93dadd900e6c6ebb2cc5b00f6,2020-04-09T20:00:00Z,67.0,241.0,27367.0,27367.0,27367.0,45,4.0,0.0,2493.0,240.0,2733.0
2020-04-09," ""South Dakota""",447.0,6700.0,,,27.0,,,,,161.0,8cfce8992986ecd4882180246461d58c60cbb9cf,2020-04-09T20:00:00Z,6.0,27.0,7147.0,7147.0,7147.0,46,0.0,1.0,345.0,54.0,399.0
2020-04-09," ""Tennessee""",4634.0,55215.0,,,505.0,,,,,921.0,520c002646bd19f9e80ae12d8f8315aab83d0297,2020-04-09T20:00:00Z,94.0,505.0,59849.0,59849.0,59849.0,47,15.0,56.0,2959.0,272.0,3231.0
2020-04-09," ""Texas""",10230.0,95904.0,,1439.0,,,,,,1101.0,fe4a67d30a9035e09c2e041eb4efaa22284bb709,2020-04-09T20:00:00Z,199.0,,106134.0,106134.0,106134.0,48,22.0,0.0,8999.0,877.0,9876.0
2020-04-09," ""Utah""",1976.0,36397.0,,,168.0,,,,,,34ed9aa981dc493348917a34c5d37854cab5b2b3,2020-04-09T20:00:00Z,13.0,168.0,38373.0,38373.0,38373.0,49,0.0,10.0,2127.0,130.0,2257.0
2020-04-09," ""Virginia""",4042.0,28984.0,627.0,669.0,685.0,469.0,,285.0,,,32a8135f572c4f5c6851cbeced9b22c53353e7df,2020-04-09T20:00:00Z,109.0,685.0,33653.0,33026.0,33026.0,51,34.0,70.0,1984.0,397.0,2381.0
2020-04-09," ""Virgin Islands""",46.0,251.0,42.0,,,,,,,39.0,330da68f6494e174387505355ee3fa2cfdaa9e42,2020-04-09T20:00:00Z,1.0,,339.0,297.0,297.0,78,0.0,0.0,9.0,1.0,10.0
2020-04-09," ""Vermont""",628.0,7553.0,,33.0,,,,,,15.0,24b22733110eb020e8f1caee0a2cb8db9dd3b934,2020-04-09T20:00:00Z,23.0,,8181.0,8181.0,8181.0,50,0.0,0.0,409.0,23.0,432.0
2020-04-09," ""Washington""",9769.0,83391.0,,650.0,,191.0,,,,,d6a63a99778a886a71b37185da2aaedcaa45fea0,2020-04-09T20:00:00Z,446.0,,93160.0,93160.0,93160.0,53,0.0,0.0,0.0,263.0,263.0
2020-04-09," ""Wisconsin""",2885.0,31424.0,,,843.0,,230.0,,,,aa5c7ae162799320b7accdadf68720fdb6c50f52,2020-04-09T20:00:00Z,111.0,843.0,34309.0,34309.0,34309.0,55,12.0,53.0,1309.0,129.0,1438.0
2020-04-09," ""West Virginia""",523.0,13340.0,,,,,,,,,54cf0e05059125cce24ebdf1fdfdff35af1f361b,2020-04-09T20:00:00Z,5.0,,13863.0,13863.0,13863.0,54,1.0,0.0,1257.0,61.0,1318.0
2020-04-09," ""Wyoming""",230.0,3920.0,,,34.0,,,,,94.0,231a30211b44fe5c73eef7f2161a0d501c682df9,2020-04-09T20:00:00Z,0.0,34.0,4150.0,4150.0,4150.0,56,0.0,1.0,77.0,9.0,86.0
2020-04-08," ""Alaska""",226.0,6842.0,,,27.0,,,,,32.0,b06950cbd3502f7885c9412d1bf698858848a4d7,2020-04-08T20:00:00Z,7.0,27.0,7068.0,7068.0,7068.0,2,1.0,4.0,142.0,13.0,155.0
2020-04-08," ""Alabama""",2369.0,16753.0,,,314.0,,,,,,d7c974f24aac9af8f039f0c9d4627e059267b4a1,2020-04-08T20:00:00Z,66.0,314.0,19122.0,19122.0,19122.0,1,10.0,43.0,3956.0,250.0,4206.0
2020-04-08," ""Arkansas""",1000.0,13530.0,,76.0,130.0,,43.0,30.0,39.0,208.0,dc9ad2f9b7456a55682f25d3f5569a8a420a7f0c,2020-04-08T20:00:00Z,18.0,130.0,14530.0,14530.0,14530.0,5,2.0,-18.0,838.0,54.0,892.0
2020-04-08," ""American Samoa""",0.0,3.0,2.0,,,,,,,,b1e0124ac6fe5ca02b1b17dc2464d3b5b31ace83,2020-04-08T20:00:00Z,0.0,,5.0,3.0,3.0,60,0.0,0.0,0.0,0.0,0.0
2020-04-08," ""Arizona""",2726.0,31838.0,,,,,,,,,2b3096a859b88875d9972e3e5521cd07aed78996,2020-04-08T20:00:00Z,80.0,,34564.0,34564.0,34564.0,4,7.0,0.0,1038.0,151.0,1189.0
2020-04-08," ""California""",16957.0,127307.0,14600.0,2714.0,,1154.0,,,,,c597c8b5b77b179c9e590a881c97d79fea2bd2db,2020-04-08T20:00:00Z,442.0,,158864.0,144264.0,144264.0,6,68.0,0.0,11943.0,1092.0,13035.0
2020-04-08," ""Colorado""",5429.0,22665.0,,,1079.0,,,,,,b54bb2012c53c6f604a3880ddc0cd64cc504568a,2020-04-08T20:00:00Z,179.0,1079.0,28094.0,28094.0,28094.0,8,29.0,85.0,962.0,257.0,1219.0
2020-04-08," ""Connecticut""",7781.0,21255.0,,1308.0,,,,,,,45534c8765623e13c69801a1e66891b07171f925,2020-04-08T20:00:00Z,277.0,,29036.0,29036.0,29036.0,9,0.0,0.0,0.0,0.0,0.0
2020-04-08," ""District of Columbia""",1440.0,6843.0,,,,,,,,361.0,6a984539ee98fd18f8879705bea3637b3d17c542,2020-04-08T20:00:00Z,27.0,,8283.0,8283.0,8283.0,11,5.0,0.0,231.0,229.0,460.0
2020-04-08," ""Delaware""",928.0,7628.0,,147.0,,,,,,144.0,9a8eba55923c74303bfcc615fc6cd39c2d834f80,2020-04-08T20:00:00Z,16.0,,8556.0,8556.0,8556.0,10,0.0,0.0,0.0,0.0,0.0
2020-04-08," ""Florida""",15455.0,127679.0,1324.0,,2062.0,,,,,,9ca6b245b17a0b8b9a414985df6f5e8338c1dd30,2020-04-08T20:00:00Z,309.0,2062.0,144458.0,143134.0,143134.0,12,13.0,63.0,4264.0,708.0,4972.0
2020-04-08," ""Georgia""",9901.0,28886.0,,,1993.0,,,,,,a895f3bea3a6eef44bee143492725ba4af74c53d,2020-04-08T20:00:00Z,362.0,1993.0,38787.0,38787.0,38787.0,13,33.0,219.0,3991.0,1083.0,5074.0
2020-04-08," ""Guam""",125.0,562.0,,21.0,,2.0,,2.0,,31.0,f3056dbcf91af97f2a4055fc511d9f5e69e758fe,2020-04-08T20:00:00Z,4.0,,687.0,687.0,687.0,66,0.0,0.0,33.0,4.0,37.0
2020-04-08," ""Hawaii""",410.0,14739.0,,,42.0,,6.0,,,113.0,c791e64551362c9d3458669437df3833d46bb4b6,2020-04-08T20:00:00Z,5.0,42.0,15149.0,15149.0,15149.0,15,0.0,16.0,1584.0,23.0,1607.0
2020-04-08," ""Iowa""",1145.0,12821.0,,122.0,193.0,,,,,431.0,6ed8bb2a57d38b65911feac6a484fec23d956882,2020-04-08T20:00:00Z,27.0,193.0,13966.0,13966.0,13966.0,19,1.0,0.0,1151.0,97.0,1248.0
2020-04-08," ""Idaho""",1210.0,10688.0,,,93.0,,24.0,,,,27b547d754d7b7848ee8bf6006162b7a42221c6d,2020-04-08T20:00:00Z,15.0,93.0,11898.0,11898.0,11898.0,16,2.0,10.0,612.0,40.0,652.0
2020-04-08," ""Illinois""",15078.0,59988.0,,3680.0,,1166.0,,821.0,,,db2da93a6acb672606b2a7d6aa39ea427bbb3701,2020-04-08T20:00:00Z,462.0,,75066.0,75066.0,75066.0,17,82.0,0.0,4805.0,1529.0,6334.0
2020-04-08," ""Indiana""",5943.0,24926.0,,,,924.0,,507.0,,,fbbf8a2b8324dab4096dc4c4082c442d1a303a08,2020-04-08T20:00:00Z,203.0,,30869.0,30869.0,30869.0,18,30.0,0.0,1669.0,436.0,2105.0
2020-04-08," ""Kansas""",900.0,8614.0,,,223.0,,,,,,6bfa645d85cb4e284261d09acd841b3c67ae4ca4,2020-04-08T20:00:00Z,27.0,223.0,9514.0,9514.0,9514.0,20,0.0,0.0,0.0,0.0,0.0
2020-04-08," ""Kentucky""",1149.0,20455.0,,,,,,,,,f4d5b5432b32b07295608c1298bee85c9dcb6c5e,2020-04-08T20:00:00Z,65.0,,21604.0,21604.0,21604.0,21,6.0,0.0,1508.0,141.0,1649.0
2020-04-08," ""Louisiana""",17030.0,64376.0,,1983.0,,,,490.0,,,c174ce072a8244ab0d33a6f3f195c03aa665816d,2020-04-08T20:00:00Z,652.0,,81406.0,81406.0,81406.0,22,70.0,0.0,6005.0,746.0,6751.0
2020-04-08," ""Massachusetts""",16790.0,70721.0,,,1583.0,,,,,,7915e32cef3119c45147580dc68353c32922bf20,2020-04-08T20:00:00Z,433.0,1583.0,87511.0,87511.0,87511.0,25,77.0,148.0,4579.0,1588.0,6167.0
2020-04-08," ""Maryland""",5529.0,32933.0,,,1210.0,,,,,365.0,d47d07ee138d924014565dabdc5316462616b927,2020-04-08T20:00:00Z,124.0,1210.0,38462.0,38462.0,38462.0,24,21.0,104.0,5677.0,1158.0,6835.0
2020-04-08," ""Maine""",537.0,6088.0,,,101.0,,,,,187.0,ae1b00dd8f587c7cc0ff1fec4f62af3e28f48c2d,2020-04-08T20:00:00Z,14.0,101.0,6625.0,6625.0,6625.0,23,2.0,2.0,0.0,18.0,18.0
2020-04-08," ""Michigan""",20589.0,45550.0,,,,,,,,56.0,069cf53c2a7e5ed44fbbe8e54a6aa7c9cf6a070a,2020-04-08T20:00:00Z,959.0,,66139.0,66139.0,66139.0,26,114.0,0.0,0.0,766.0,766.0
2020-04-08," ""Minnesota""",1154.0,29599.0,,135.0,271.0,64.0,105.0,,,632.0,d35b537cf4cb211b89d42f83477e0ac688431c6a,2020-04-08T20:00:00Z,39.0,271.0,30753.0,30753.0,30753.0,27,5.0,29.0,1408.0,85.0,1493.0
2020-04-08," ""Missouri""",3327.0,30783.0,,519.0,,,,,,,d610dbf95f9ce914e35925513bd27000667a1dd5,2020-04-08T20:00:00Z,58.0,,34110.0,34110.0,34110.0,29,5.0,0.0,1851.0,290.0,2141.0
2020-04-08," ""Northern Mariana Islands""",11.0,27.0,9.0,,,,,,,,735ed7fb7685d4eeb3831a9c3d19b1b39665d89f,2020-04-08T20:00:00Z,2.0,,47.0,38.0,38.0,69,0.0,0.0,12.0,3.0,15.0
2020-04-08," ""Mississippi""",2003.0,18632.0,,,410.0,,,,,,fcd575a3ceb3f1a059d37279be733e6d49d79eb0,2020-04-08T20:00:00Z,67.0,410.0,20635.0,20635.0,20635.0,28,8.0,33.0,0.0,88.0,88.0
2020-04-08," ""Montana""",332.0,7066.0,,,31.0,,,,,135.0,36c57219663afe4f9a25d8bb1219124aabcbc5c6,2020-04-08T20:00:00Z,6.0,31.0,7398.0,7398.0,7398.0,30,0.0,3.0,400.0,13.0,413.0
2020-04-08," ""North Carolina""",3426.0,39561.0,,386.0,,,,,,,ef6411c1805a6c8509d4b7acf726edd78546548e,2020-04-08T20:00:00Z,53.0,,42987.0,42987.0,42987.0,37,7.0,0.0,1700.0,205.0,1905.0
2020-04-08," ""North Dakota""",251.0,8301.0,,16.0,34.0,,,,,98.0,f5b46f7b1cf2660fc83947337d0163f20ba2e916,2020-04-08T20:00:00Z,4.0,34.0,8552.0,8552.0,8552.0,38,0.0,1.0,835.0,14.0,849.0
2020-04-08," ""Nebraska""",519.0,7442.0,,,,,,,,,f0d5c983d53155a6c8258ec5594807b0dae155a8,2020-04-08T20:00:00Z,12.0,,7961.0,7961.0,7961.0,31,2.0,0.0,631.0,72.0,703.0
2020-04-08," ""New Hampshire""",788.0,8389.0,89.0,,118.0,,,,,211.0,7ebe9caa69ad598a5afd77ca6ca988541ac6e9ab,2020-04-08T20:00:00Z,18.0,118.0,9266.0,9177.0,9177.0,33,9.0,15.0,370.0,73.0,443.0
2020-04-08," ""New Jersey""",47437.0,52979.0,,7026.0,,1617.0,,1576.0,,,1ce238d30dd4f486d2f2bb36bef82c329b90fde8,2020-04-08T20:00:00Z,1504.0,,100416.0,100416.0,100416.0,34,272.0,0.0,2421.0,3021.0,5442.0
2020-04-08," ""New Mexico""",794.0,21451.0,,51.0,,,,18.0,,171.0,5e9d9f69e1e9d52d200ebc187b2ec3a4e126db63,2020-04-08T20:00:00Z,13.0,,22245.0,22245.0,22245.0,35,1.0,0.0,312.0,108.0,420.0
2020-04-08," ""Nevada""",2318.0,18248.0,,282.0,,,,,,,8eeef516219c0235bb9ccef8db9926eb66f200dd,2020-04-08T20:00:00Z,71.0,,20566.0,20566.0,20566.0,32,13.0,0.0,1696.0,231.0,1927.0
2020-04-08," ""New York""",149316.0,215837.0,,18079.0,34432.0,4593.0,,,,16353.0,36db5397b3f156232e908feab224b44a19364028,2020-04-08T20:00:00Z,6268.0,34432.0,365153.0,365153.0,365153.0,36,779.0,2349.0,14642.0,10453.0,25095.0
2020-04-08," ""Ohio""",5148.0,48193.0,,,1495.0,,472.0,,,,3a07f6e617059a639f0e53d3277927ef65015168,2020-04-08T20:00:00Z,193.0,1495.0,53341.0,53341.0,53341.0,39,26.0,141.0,2137.0,366.0,2503.0
2020-04-08," ""Oklahoma""",1524.0,11821.0,,188.0,390.0,120.0,,,,686.0,162bc2c40a69457aa64daeba84ab2b0950a8b6e5,2020-04-08T20:00:00Z,79.0,390.0,13345.0,13345.0,13345.0,40,12.0,14.0,0.0,52.0,52.0
2020-04-08," ""Oregon""",1239.0,23325.0,,156.0,324.0,61.0,,58.0,69.0,,1c86840efc88ab6828b14988c2d5983a6049dc2e,2020-04-08T20:00:00Z,33.0,324.0,24564.0,24564.0,24564.0,41,0.0,0.0,1499.0,58.0,1557.0
2020-04-08," ""Pennsylvania""",16239.0,82299.0,,1898.0,,,,603.0,,,cab36f3232f06858b95f1664b7788dadbf0f93a1,2020-04-08T20:00:00Z,309.0,,98538.0,98538.0,98538.0,42,69.0,0.0,5580.0,1680.0,7260.0
2020-04-08," ""Puerto Rico""",620.0,4266.0,1160.0,,,,,,,,35f7ff30a6a6ed0b45cd9139f6ef39aa0edf4057,2020-04-08T20:00:00Z,24.0,,6046.0,4886.0,4886.0,72,1.0,0.0,300.0,47.0,347.0
2020-04-08," ""Rhode Island""",1450.0,10682.0,,143.0,,45.0,,26.0,,35.0,98ac386411d8aecfd63defe746ee07ab45b33a5e,2020-04-08T20:00:00Z,35.0,,12132.0,12132.0,12132.0,44,5.0,0.0,1605.0,220.0,1825.0
2020-04-08," ""South Carolina""",2552.0,22082.0,,,241.0,,,,,,8f51f648224b34fc123427ec9411fe698b3fd55d,2020-04-08T20:00:00Z,63.0,241.0,24634.0,24634.0,24634.0,45,12.0,0.0,819.0,135.0,954.0
2020-04-08," ""South Dakota""",393.0,6355.0,0.0,,26.0,,,,,146.0,a8f46321eb94c8751dab4186c5050bb4ded8aee4,2020-04-08T20:00:00Z,6.0,26.0,6748.0,6748.0,6748.0,46,0.0,3.0,407.0,73.0,480.0
2020-04-08," ""Tennessee""",4362.0,52256.0,,,449.0,,,,,592.0,ff68dc08ca2226e687b39272db6329b7d75241b3,2020-04-08T20:00:00Z,79.0,449.0,56618.0,56618.0,56618.0,47,7.0,41.0,3520.0,224.0,3744.0
2020-04-08," ""Texas""",9353.0,86905.0,,1491.0,,,,,,38.0,93f1b214cb7a5167793d5ec07075b9602aca2613,2020-04-08T20:00:00Z,177.0,,96258.0,96258.0,96258.0,48,23.0,0.0,6518.0,1091.0,7609.0
2020-04-08," ""Utah""",1846.0,34270.0,,,158.0,,,,,,0ec7be922281b2c2e3ac1769448ed67ab2024183,2020-04-08T20:00:00Z,13.0,158.0,36116.0,36116.0,36116.0,49,0.0,10.0,1361.0,108.0,1469.0
2020-04-08," ""Virginia""",3645.0,27000.0,,,615.0,,145.0,,108.0,,4f244cf2235f74c233ab8d9fe566115c0adce611,2020-04-08T20:00:00Z,75.0,615.0,30645.0,30645.0,30645.0,51,12.0,52.0,1688.0,312.0,2000.0
2020-04-08," ""Virgin Islands""",45.0,242.0,35.0,,,,,,,39.0,be21b51a3a90bca976c5226f32fc911743a57b90,2020-04-08T20:00:00Z,1.0,,322.0,287.0,287.0,78,0.0,0.0,20.0,2.0,22.0
2020-04-08," ""Vermont""",605.0,7144.0,,35.0,50.0,,,,,15.0,b8f5da42c9c0c15c8ca16cc61712345084f0d207,2020-04-08T20:00:00Z,23.0,50.0,7749.0,7749.0,7749.0,50,0.0,5.0,590.0,30.0,620.0
2020-04-08," ""Washington""",9506.0,83391.0,,655.0,,186.0,,,,,56c771c23b5f3282dbad1a365f3b1909dec89d8c,2020-04-08T20:00:00Z,446.0,,92897.0,92897.0,92897.0,53,53.0,0.0,0.0,463.0,463.0
2020-04-08," ""Wisconsin""",2756.0,30115.0,,,790.0,,218.0,,,,1e997110316d96e4af9dfed752e7c9bafaede693,2020-04-08T20:00:00Z,99.0,790.0,32871.0,32871.0,32871.0,55,7.0,45.0,1603.0,178.0,1781.0
